row,name,meta,address,phone,zip
751,THE INSTITUTE FOR FAMILY HEALTH,"Distance: 4.62 miles
1824 Madison Avenue New York 10035
(212)423-4200
Handicap Accessible",1824 Madison Avenue New York 10035,(212)423-4200,10035
752,THE INSTITUTE FOR FAMILY HEALTH,"Distance: 8.35 miles
1894 Walton Avenue Bronx 10453
(718)583-2508
Handicap Accessible",1894 Walton Avenue Bronx 10453,(718)583-2508,10453
753,"TRANSITIONAL SERVICES FOR NEW YORK, INC.","Distance: 10.14 miles
90-27 Supthin Boulevard, 5th Fl Jamaica 11435
(718)526-8400
Handicap Accessible","90-27 Supthin Boulevard, 5th Fl Jamaica 11435",(718)526-8400,11435
755,VISITING NURSE SERVICE OF NEW YORK HOME CARE,"Distance: 16.19 miles
1600 Central Avenue Far Rockaway 11691
(718)318-8030
Handicap Accessible",1600 Central Avenue Far Rockaway 11691,(718)318-8030,11691
756,"VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES, INC","Distance: 8.55 miles
770 East 176th 2nd FL. Bronx 10460
(718)583-5150
Handicap Accessible",770 East 176th 2nd FL. Bronx 10460,(718)583-5150,10460
758,"WELLLIFE NETWORK, INC.","Distance: 30.99 miles
55 Horizon Drive, Rooms 6, 63 and 64 Huntington 11743
(631)920-8088
Handicap Accessible","55 Horizon Drive, Rooms 6, 63 and 64 Huntington 11743",(631)920-8088,11743
759,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 14.08 miles
11 West Prospect Avenue, 4th Floor Mount Vernon 10550
(914)668-8938
Handicap Accessible","11 West Prospect Avenue, 4th Floor Mount Vernon 10550",(914)668-8938,10550
760,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 24.78 miles
845 North Broadway White Plains 10603
(914)761-0600
Handicap Accessible",845 North Broadway White Plains 10603,(914)761-0600,10603
761,ACKERMAN INSTITUTE FOR THE FAMILY,"Distance: 0.69 miles
936 Broadway New York 10010
(212)879-4900
Handicap Accessible",936 Broadway New York 10010,(212)879-4900,10010
762,ACMH INC.,"Distance: 1.9 miles
165 E. 2nd St. New York 10009
(212)253-6377
Handicap Accessible",165 E. 2nd St. New York 10009,(212)253-6377,10009
763,ACMH INC.,"Distance: 7 miles
500 W. 167th St. New York 10032
(212)923-5950
Handicap Accessible",500 W. 167th St. New York 10032,(212)923-5950,10032
764,ACMH INC.,"Distance: 11.21 miles
90-26 171st St. Jamaica 11432
(718)725-9650
Handicap Accessible",90-26 171st St. Jamaica 11432,(718)725-9650,11432
765,"ACMH, INC.","Distance: 0.16 miles
254 W. 31st Street New York 10001
(212)253-6377
Handicap Accessible",254 W. 31st Street New York 10001,(212)253-6377,10001
766,"ACMH, INC.","Distance: 0.48 miles
545 Eighth Avenue New York 10018
(212)253-6377
Handicap Accessible",545 Eighth Avenue New York 10018,(212)253-6377,10018
767,"AIDS CENTER OF QUEENS COUNTY, INC.","Distance: 10.84 miles
161-21 Jamaica Avenue, 6th & 7th Floor Jamaica 11432
(718)896-2500
Handicap Accessible","161-21 Jamaica Avenue, 6th & 7th Floor Jamaica 11432",(718)896-2500,11432
768,"ARGUS COMMUNITY, INC.","Distance: 5.93 miles
507 West 145th Street New York 10031
(929)377-5150
Handicap Accessible",507 West 145th Street New York 10031,(929)377-5150,10031
769,ASSOCIATION TO BENEFIT CHILDREN,"Distance: 7.53 miles
1366 Inwood Avenue Bronx 10452
(646)459-6165
Handicap Accessible",1366 Inwood Avenue Bronx 10452,(646)459-6165,10452
770,ASSOCIATION TO BENEFIT CHILDREN,"Distance: 3.4 miles
404 East 91st St New York 10028
(646)459-6165
Handicap Accessible",404 East 91st St New York 10028,(646)459-6165,10028
771,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 8.19 miles
1550 Crotona Park East Bronx 10460
(728)231-3400
Handicap Accessible",1550 Crotona Park East Bronx 10460,(728)231-3400,10460
772,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 12.37 miles
1925 Schieffelin Avenue Bronx 10457
(718)231-3400
Handicap Accessible",1925 Schieffelin Avenue Bronx 10457,(718)231-3400,10457
773,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 81.59 miles
6339 Mill Street, PO Box 5005 Rhinebeck 12572
(845)871-1000
Handicap Accessible","6339 Mill Street, PO Box 5005 Rhinebeck 12572",(845)871-1000,12572
774,BRIDGING ACCESS TO CARE,"Distance: 3.37 miles
260 Broadway Brooklyn 11217
(347)505-5120
Handicap Accessible",260 Broadway Brooklyn 11217,(347)505-5120,11217
775,BRIDGING ACCESS TO CARE,"Distance: 14.79 miles
Home and Community Based Locations (Queens) Queens 11005
(347)505-5000
Handicap Accessible",Home and Community Based Locations (Queens) Queens 11005,(347)505-5000,11005
776,BRONXCARE HEALTH SYSTEM,"Distance: 7.96 miles
1650 Grand Concourse Bronx 10457
(718)992-7669
Handicap Accessible",1650 Grand Concourse Bronx 10457,(718)992-7669,10457
777,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 16.31 miles
1847 Mott Avenue Far Rockaway 11691
(718)722-6258
Handicap Accessible",1847 Mott Avenue Far Rockaway 11691,(718)722-6258,11691
778,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 16.31 miles
1847 Mott Avenue - 2nd Floor Far Rockaway 11691
(718)722-6001
Handicap Accessible",1847 Mott Avenue - 2nd Floor Far Rockaway 11691,(718)722-6001,11691
779,GOODWILL INDUSTRIES NY/NJ,"Distance: 6.37 miles
261 Schenectady Avenue, 1st and 2nd Floors Brooklyn 11213
(718)372-0450
Handicap Accessible","261 Schenectady Avenue, 1st and 2nd Floors Brooklyn 11213",(718)372-0450,11213
780,HENRY STREET SETTLEMENT COMMUNITY CONSULTATION CENTER,"Distance: 2.13 miles
123 Ridge Street, Rooms 120-1 and 321 New York 10002
(917)929-7695
Handicap Accessible","123 Ridge Street, Rooms 120-1 and 321 New York 10002",(917)929-7695,10002
781,INSTITUTE FOR COMMUNITY LIVING,"Distance: 3.27 miles
125 Broad St. New York 10004
(718)234-0073
Handicap Accessible",125 Broad St. New York 10004,(718)234-0073,10004
782,INSTITUTE FOR COMMUNITY LIVING,"Distance: 3.27 miles
125 Broad Street, 3rd Floor New York 10004
(888)425-0501
Handicap Accessible","125 Broad Street, 3rd Floor New York 10004",(888)425-0501,10004
784,INSTITUTE FOR COMMUNITY LIVING,"Distance: 12.71 miles
4377 Bronx Boulevard Bronx 10465
(212)385-3030
Handicap Accessible",4377 Bronx Boulevard Bronx 10465,(212)385-3030,10465
785,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 4.48 miles
790 Broadway Brooklyn 11206
(718)388-5176
Handicap Accessible",790 Broadway Brooklyn 11206,(718)388-5176,11206
786,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 8.81 miles
94-13 Flatlands Avenue Brooklyn 11236
(718)388-5176
Handicap Accessible",94-13 Flatlands Avenue Brooklyn 11236,(718)388-5176,11236
787,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 6.03 miles
1055 Saint Johns Place Brooklyn 11213
(718)773-2080
Handicap Accessible",1055 Saint Johns Place Brooklyn 11213,(718)773-2080,11213
788,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 7.77 miles
1371 46th Street, Room C-8 Brooklyn 11219
(718)676-4210
Handicap Accessible","1371 46th Street, Room C-8 Brooklyn 11219",(718)676-4210,11219
789,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 3.75 miles
195 Montague Street, 8th Floor Brooklyn 11201
(718)488-0100
Handicap Accessible","195 Montague Street, 8th Floor Brooklyn 11201",(718)488-0100,11201
790,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 1.08 miles
210 East 33rd Street, Rooms 108, 323 and 509 New York 10016
(212)632-4646
Handicap Accessible","210 East 33rd Street, Rooms 108, 323 and 509 New York 10016",(212)632-4646,10016
791,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 10.31 miles
55 Westchester Square Bronx 10461
(718)931-4045
Handicap Accessible",55 Westchester Square Bronx 10461,(718)931-4045,10461
792,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,"Distance: 8.61 miles
858 E. 29th Street Brooklyn 11210
(917)808-4800
Handicap Accessible",858 E. 29th Street Brooklyn 11210,(917)808-4800,11210
793,"JGB MENTAL HEALTH & MENTAL HEALTH RETARDATION SERVICES, INC. DBA LIGHTHOUSE GUIL","Distance: 1.85 miles
80 West End Avenue New York 10023
(212)769-7800
Handicap Accessible",80 West End Avenue New York 10023,(212)769-7800,10023
794,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 28.98 miles
22 Edward Street, Room 114 Ossining 10562
(914)965-1109
Handicap Accessible","22 Edward Street, Room 114 Ossining 10562",(914)965-1109,10562
795,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 39.73 miles
3100 East Main Street, Room 301A Mohegan Lake 10547
(914)965-1109
Handicap Accessible","3100 East Main Street, Room 301A Mohegan Lake 10547",(914)965-1109,10547
796,"LA CASA DE SALUD, INC.","Distance: 6.18 miles
324 East 149th Street Bronx 10451
(718)665-4300
Handicap Accessible",324 East 149th Street Bronx 10451,(718)665-4300,10451
797,MONTEFIORE MEDICAL CENTER,"Distance: 11.14 miles
3550 Jerome Ave Bronx 10467
(718)920-4321
Handicap Accessible",3550 Jerome Ave Bronx 10467,(718)920-4321,10467
798,MOUNT SINAI HOSPITAL,"Distance: 3.52 miles
1240 Park Avenue New York 10128
(212)241-6500
Handicap Accessible",1240 Park Avenue New York 10128,(212)241-6500,10128
799,MOUNT SINAI HOSPITAL,"Distance: 1.53 miles
429 W 58th St New York 10019
(212)523-4000
Handicap Accessible",429 W 58th St New York 10019,(212)523-4000,10019
800,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 9.95 miles
108-19 Rockaway Boulevard South Ozone Park 11420
(718)471-8671
Handicap Accessible",108-19 Rockaway Boulevard South Ozone Park 11420,(718)471-8671,11420
801,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 15.08 miles
66-03 Beach Channel Drive Arverne 11692
(718)471-8671
Handicap Accessible",66-03 Beach Channel Drive Arverne 11692,(718)471-8671,11692
802,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.26 miles
718-720 Beach 20th Street Far Rockaway 11691
(718)471-8671
Handicap Accessible",718-720 Beach 20th Street Far Rockaway 11691,(718)471-8671,11691
804,NEW YORK CITY CHILDREN'S CENTER (NYSOMH),"Distance: 14.31 miles
74-03 Commonwealth Boulevard Bellerose 11426
(518)549-5272
Handicap Accessible",74-03 Commonwealth Boulevard Bellerose 11426,(518)549-5272,11426
805,NEW YORK PSYCHIATRIC INSTITUTE (NYSOMH),"Distance: 9.19 miles
4941 Broadway, Lower Level New York 10034
(212)942-8500
Handicap Accessible","4941 Broadway, Lower Level New York 10034",(212)942-8500,10034
806,NORTHWELL / LIJ ZUCKER HILLSIDE HOSPITAL,"Distance: 14.94 miles
75-59 263rd Street Floral Park 11004
(718)470-8100
Handicap Accessible",75-59 263rd Street Floral Park 11004,(718)470-8100,11004
809,NORTHWELL/NSUH - SYOSSET HOSPITAL,"Distance: 25.93 miles
221 Jericho Turnpike, 1 North Syosset 11791
(516)496-6582
Handicap Accessible","221 Jericho Turnpike, 1 North Syosset 11791",(516)496-6582,11791
810,NYC HEALTH + HOSPITALS / QUEENS,"Distance: 10.66 miles
167-01 Gothic Drive Jamaica 11432
(718)883-3000
Handicap Accessible",167-01 Gothic Drive Jamaica 11432,(718)883-3000,11432
812,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 9.15 miles
1200 Ocean Parkway Rm 210 Brooklyn 11230
(718)875-6900
Handicap Accessible",1200 Ocean Parkway Rm 210 Brooklyn 11230,(718)875-6900,11230
813,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.88 miles
4421 15th Avenue, Room 119 Brooklyn 11219
(718)875-6900
Handicap Accessible","4421 15th Avenue, Room 119 Brooklyn 11219",(718)875-6900,11219
814,"PUERTO RICAN FAMILY INSTITUTE, INC.","Distance: 4.36 miles
28 Debevoise Street Brooklyn 11206
(212)924-6320
Handicap Accessible",28 Debevoise Street Brooklyn 11206,(212)924-6320,11206
815,"PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC","Distance: 6.55 miles
754 East 151 Street, 1st Floor Bronx 10455
(347)352-2484
Handicap Accessible","754 East 151 Street, 1st Floor Bronx 10455",(347)352-2484,10455
816,RICHMOND UNIVERSITY MEDICAL CENTER,"Distance: 13.23 miles
1130 South Ave Staten Island 10314
(718)818-1234
Handicap Accessible",1130 South Ave Staten Island 10314,(718)818-1234,10314
817,RICHMOND UNIVERSITY MEDICAL CENTER,"Distance: 9.63 miles
355 Bard Avenue Staten Island 10310
(718)818-1234
Handicap Accessible",355 Bard Avenue Staten Island 10310,(718)818-1234,10310
818,RICHMOND UNIVERSITY MEDICAL CENTER,"Distance: 8.65 miles
444 Saint Mark's Pl Staten Island 10301
(718)818-1234
Handicap Accessible",444 Saint Mark's Pl Staten Island 10301,(718)818-1234,10301
819,"SAFE HORIZON, INC.","Distance: 4.9 miles
209 West 125th Street, 2nd FL New York 10027
(347)328-8110
Handicap Accessible","209 West 125th Street, 2nd FL New York 10027",(347)328-8110,10027
820,SAMARITAN DAYTOP VILLAGE INC,"Distance: 6.11 miles
2780 3rd Avenue Bronx 10455
(718)665-2456
Handicap Accessible",2780 3rd Avenue Bronx 10455,(718)665-2456,10455
821,SAMARITAN DAYTOP VILLAGE INC,"Distance: 4.93 miles
55 West 125th Street New York 10027
(718)292-4455
Handicap Accessible",55 West 125th Street New York 10027,(718)292-4455,10027
822,SAMARITAN DAYTOP VILLAGE INC,"Distance: 11.45 miles
900 Arrow Avenue Bronx 10469
(718)518-9007
Handicap Accessible",900 Arrow Avenue Bronx 10469,(718)518-9007,10469
824,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 4.27 miles
25 Flatbush Avneue, 5th Fl Brooklyn 11217
(212)787-7120
Handicap Accessible","25 Flatbush Avneue, 5th Fl Brooklyn 11217",(212)787-7120,11217
825,SOUTH BEACH PSYCHIATRIC CENTER (NYSOMH),"Distance: 12.23 miles
777 Seaview Ave Staten Island 10305
(718)453-200
Handicap Accessible",777 Seaview Ave Staten Island 10305,(718)453-200,10305
826,"START TREATMENT & RECOVERY CENTERS, INC","Distance: 4.86 miles
119 W 124th Street, Bsmt, 2nd & 3rd Flrs New York 10027
(800)211-0996
Handicap Accessible","119 W 124th Street, Bsmt, 2nd & 3rd Flrs New York 10027",(800)211-0996,10027
827,THE BROOKDALE HOSPITAL MEDICAL CENTER,"Distance: 7.36 miles
Linden Boulevard & Brookdale Plaza, 12th Floor Brooklyn 11212
(718)240-5000
Handicap Accessible","Linden Boulevard & Brookdale Plaza, 12th Floor Brooklyn 11212",(718)240-5000,11212
828,THE CHILDREN'S AID SOCIETY,"Distance: 8.4 miles
105 Hamilton Avenue, Rm 116E, 116F, 116H Saint George 10301
(718)764-2410
Handicap Accessible","105 Hamilton Avenue, Rm 116E, 116F, 116H Saint George 10301",(718)764-2410,10301
829,THE FLOATING HOSPITAL INC.,"Distance: 3 miles
25-15 Queens Plaza Long Island City 11101
(718)784-2240
Handicap Accessible",25-15 Queens Plaza Long Island City 11101,(718)784-2240,11101
830,THE INSTITUTE FOR FAMILY HEALTH,"Distance: 10.26 miles
2590 Frisby Avenue Bronx 10461
(212)423-4200
Handicap Accessible",2590 Frisby Avenue Bronx 10461,(212)423-4200,10461
831,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 6.79 miles
100-30 Ditmars Boulevard, Elm York H.F.A. E. Elmhurst 11369
(718)898-6471
Handicap Accessible","100-30 Ditmars Boulevard, Elm York H.F.A. E. Elmhurst 11369",(718)898-6471,11369
832,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 9.33 miles
103-22 99th Street, Room 205C Ozone Park 11417
(718)845-2620
Handicap Accessible","103-22 99th Street, Room 205C Ozone Park 11417",(718)845-2620,11417
833,THE NEW YORK FOUNDLING,"Distance: 0.66 miles
590 Avenue of the Americas New York 10011
(718)772-0280
Handicap Accessible",590 Avenue of the Americas New York 10011,(718)772-0280,10011
835,TRI CENTER INC,"Distance: 9.43 miles
2488 Grand Concourse Bronx 10458
(212)268-8830
Handicap Accessible",2488 Grand Concourse Bronx 10458,(212)268-8830,10458
836,UNION SETTLEMENT/JOHNSON COUNSELING CENTER,"Distance: 4.16 miles
421 East 106th Street New York 10029
(212)828-6144
Handicap Accessible",421 East 106th Street New York 10029,(212)828-6144,10029
837,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,"Distance: 1.54 miles
420 East 12th Street, Rm 117A New York 10009
(212)453-4524
Handicap Accessible","420 East 12th Street, Rm 117A New York 10009",(212)453-4524,10009
838,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,"Distance: 1.92 miles
600 East 6th Street, Rm B47 New York 10009
(212)453-4522
Handicap Accessible","600 East 6th Street, Rm B47 New York 10009",(212)453-4522,10009
840,"UPPER ROOM AIDS MINISTRY, INC.","Distance: 5.31 miles
169 W 133rd Street New York 10030
(646)762-4950
Handicap Accessible",169 W 133rd Street New York 10030,(646)762-4950,10030
841,URBAN HEALTH PLAN INC.,"Distance: 8.98 miles
4419 Third Avenue Bronx 10457
(718)651-4000
Handicap Accessible",4419 Third Avenue Bronx 10457,(718)651-4000,10457
842,VISITING NURSE SERVICE OF NEW YORK,"Distance: 4.88 miles
148 W 125th St New York 10027
(212)290-6565
Handicap Accessible",148 W 125th St New York 10027,(212)290-6565,10027
843,VISITING NURSE SERVICE OF NEW YORK HOME CARE,"Distance: 5.82 miles
468 East 140th Street, RM 118A Bronx 10454
(718)742-7114
Handicap Accessible","468 East 140th Street, RM 118A Bronx 10454",(718)742-7114,10454
844,VISITING NURSE SERVICE OF NEW YORK HOME CARE II,"Distance: 4.91 miles
148 West 125th Street New York 10027
(212)290-6565
Handicap Accessible",148 West 125th Street New York 10027,(212)290-6565,10027
845,VISITING NURSE SERVICE OF NEW YORK HOME CARE II,"Distance: 16.19 miles
1600 Central Avenue Far Rockaway 11691
(212)290-6565
Handicap Accessible",1600 Central Avenue Far Rockaway 11691,(212)290-6565,11691
846,"VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES, INC","Distance: 8.55 miles
764 East 176 Street Bronx 10460
(718)542-8770
Handicap Accessible",764 East 176 Street Bronx 10460,(718)542-8770,10460
847,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 37.83 miles
200 Decatur Street Peekskill 10566
(914)402-2130
Handicap Accessible",200 Decatur Street Peekskill 10566,(914)402-2130,10566
848,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 13.47 miles
77 Park Hill Avenue Yonkers 10701
(914)376-8174
Handicap Accessible",77 Park Hill Avenue Yonkers 10701,(914)376-8174,10701
849,WESTCHESTER JEWISH COMMUNITY SERVICES,"Distance: 13.77 miles
92 Main Street Yonkers 10701
(914)376-8174
Handicap Accessible",92 Main Street Yonkers 10701,(914)376-8174,10701
850,ACMH INC.,"Distance: 5.73 miles
1649 Amsterdam Ave New York 10031
(646)506-3100
Handicap Accessible",1649 Amsterdam Ave New York 10031,(646)506-3100,10031
851,"AIDS CENTER OF QUEENS COUNTY, INC.","Distance: 10.77 miles
89-31 161st Street, Suite 708-710 Jamaica 11432
(718)896-2500
Handicap Accessible","89-31 161st Street, Suite 708-710 Jamaica 11432",(718)896-2500,11432
852,ALPHA SCHOOL 822 PROGRAM OP,"Distance: 8.62 miles
2400 Linden Boulevard Brooklyn 11208
(914)384-2375
Handicap Accessible",2400 Linden Boulevard Brooklyn 11208,(914)384-2375,11208
854,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 7.93 miles
1537 Washington Avenue, 1st Floor Room 108 Bronx 10457
(718)231-3400
Handicap Accessible","1537 Washington Avenue, 1st Floor Room 108 Bronx 10457",(718)231-3400,10457
855,"BAILEY HOUSE, INC.","Distance: 4.79 miles
1751 Park Avenue, 3rd Floor New York 10035
(212)289-6008
Handicap Accessible","1751 Park Avenue, 3rd Floor New York 10035",(212)289-6008,10035
856,BRIDGING ACCESS TO CARE,"Distance: 7.06 miles
2261 Church Ave Brooklyn 11226
(347)505-5000
Handicap Accessible",2261 Church Ave Brooklyn 11226,(347)505-5000,11226
857,BRIDGING ACCESS TO CARE,"Distance: 3.37 miles
260 Broadway ny 11211
(347)505-5000
Handicap Accessible",260 Broadway ny 11211,(347)505-5000,11211
858,BRIDGING ACCESS TO CARE,"Distance: 2.93 miles
Home and Community Based Locations (Manhattan) New York 10006
(347)505-5000
Handicap Accessible",Home and Community Based Locations (Manhattan) New York 10006,(347)505-5000,10006
859,BRONX PSYCHIATRIC CENTER (NYSOMH),"Distance: 10.86 miles
3050 White Plains Road Bronx 10467
(518)549-5272
Handicap Accessible",3050 White Plains Road Bronx 10467,(518)549-5272,10467
860,BRONXCARE HEALTH SYSTEM,"Distance: 7.55 miles
1265 Franklin Avenue Bronx 10456
(718)992-7669
Handicap Accessible",1265 Franklin Avenue Bronx 10456,(718)992-7669,10456
861,BROOKDALE HOSPITAL MEDICAL CENTER,"Distance: 7.83 miles
1 Brookdale Plaza Brooklyn 11212
(718)240-6059
Handicap Accessible",1 Brookdale Plaza Brooklyn 11212,(718)240-6059,11212
862,BROOKDALE HOSPITAL MEDICAL CENTER,"Distance: 7.36 miles
Linden Boulevard & Brookdale Plaza Brooklyn 11212
(718)240-6059
Handicap Accessible",Linden Boulevard & Brookdale Plaza Brooklyn 11212,(718)240-6059,11212
863,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 8.25 miles
1463 Flatbush Avenue Brooklyn 11210
(718)722-6258
Handicap Accessible",1463 Flatbush Avenue Brooklyn 11210,(718)722-6258,11210
864,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 3.85 miles
191 Joralemon Street, 14th Floor Brooklyn 11201
(718)722-6258
Handicap Accessible","191 Joralemon Street, 14th Floor Brooklyn 11201",(718)722-6258,11201
865,CHILDRENS AID SOCIETY,"Distance: 11.34 miles
465 Villa Avenue Staten Island 10302
(347)767-2200
Handicap Accessible",465 Villa Avenue Staten Island 10302,(347)767-2200,10302
866,"COMMUNITY HEALTH PROJECT, INC. DBA CALLEN- LORDE COMMUNITY HEALTH CENTER","Distance: 0.54 miles
230 West 17th Street New York 10011
(212)271-7200
Handicap Accessible",230 West 17th Street New York 10011,(212)271-7200,10011
867,"FAMILY SERVICES OF WESTCHESTER, INC.","Distance: 24.32 miles
239 North Broadway Tarrytown 10591
(914)305-6842
Handicap Accessible",239 North Broadway Tarrytown 10591,(914)305-6842,10591
868,"FAMILY SERVICES OF WESTCHESTER, INC.","Distance: 13.64 miles
81 South Broadway Yonkers 10701
(914)964-6767
Handicap Accessible",81 South Broadway Yonkers 10701,(914)964-6767,10701
869,FORTUNE SOCIETY INC,"Distance: 3.26 miles
29-76 Northern Boulevard Long Island City 11101
(212)691-7554
Handicap Accessible",29-76 Northern Boulevard Long Island City 11101,(212)691-7554,11101
870,HAMASPIK OF KINGS COUNTY,"Distance: 7.55 miles
4102 13th Avenue Brooklyn 11219
(718)400-9988
Handicap Accessible",4102 13th Avenue Brooklyn 11219,(718)400-9988,11219
871,"HAMILTON-MADISON HOUSE, INC.","Distance: 7.46 miles
108-11 48th Avenue Corona 11368
(212)720-4540
Handicap Accessible",108-11 48th Avenue Corona 11368,(212)720-4540,11368
872,HENRY STREET SETTLEMENT COMMUNITY CONSULTATION CENTER,"Distance: 2.18 miles
100 Attorney Street. Rooms 220, 248 and 260 New York 10002
(917)929-7695
Handicap Accessible","100 Attorney Street. Rooms 220, 248 and 260 New York 10002",(917)929-7695,10002
873,HENRY STREET SETTLEMENT COMMUNITY CONSULTATION CENTER,"Distance: 2.47 miles
220 Henry Street, Rooms 107 and 144c New York 10002
(917)929-7695
Handicap Accessible","220 Henry Street, Rooms 107 and 144c New York 10002",(917)929-7695,10002
875,INSTITUTE FOR COMMUNITY LIVING,"Distance: 3.57 miles
25 Chapel Street Brooklyn 11201
(212)385-3030
Handicap Accessible",25 Chapel Street Brooklyn 11201,(212)385-3030,11201
876,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 9.83 miles
1623 kings Highway Brooklyn 11229
(718)388-5176
Handicap Accessible",1623 kings Highway Brooklyn 11229,(718)388-5176,11229
878,"INTERFAITH MEDICAL CENTER, INC.","Distance: 5.36 miles
880 Bergen St Brooklyn 11238
(718)240-6059
Handicap Accessible",880 Bergen St Brooklyn 11238,(718)240-6059,11238
879,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 9.87 miles
1007 Quentin Road Brooklyn 11233
(718)998-3235
Handicap Accessible",1007 Quentin Road Brooklyn 11233,(718)998-3235,11233
881,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 1.28 miles
440 West 53rd Street, Room 412 New York 10019
(212)632-4646
Handicap Accessible","440 West 53rd Street, Room 412 New York 10019",(212)632-4646,10019
882,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 2.23 miles
442 East Houston St, Rooms 421C and 421D New York 10002
(212)632-4646
Handicap Accessible","442 East Houston St, Rooms 421C and 421D New York 10002",(212)632-4646,10002
883,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 9.28 miles
671 Louisiana Avenue, Room 201 Brooklyn 11239
(718)676-4210
Handicap Accessible","671 Louisiana Avenue, Room 201 Brooklyn 11239",(718)676-4210,11239
884,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 1.5 miles
74 St. Mark's Place New York 10003
(212)477-1565
Handicap Accessible",74 St. Mark's Place New York 10003,(212)477-1565,10003
885,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 10.31 miles
750 Astor Avenue, 2nd Floor Bronx 10467
(718)882-5000
Handicap Accessible","750 Astor Avenue, 2nd Floor Bronx 10467",(718)882-5000,10467
886,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 38.22 miles
1974 Commerce Street, Ballet Room Yorktown Heights 10598
(914)965-1109
Handicap Accessible","1974 Commerce Street, Ballet Room Yorktown Heights 10598",(914)965-1109,10598
887,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 37.68 miles
4 Horton Drive, Room 4C Peekskill 10566
(914)965-1109
Handicap Accessible","4 Horton Drive, Room 4C Peekskill 10566",(914)965-1109,10566
888,MONTEFIORE MEDICAL CENTER,"Distance: 8.71 miles
2058 Jerome Ave Bronx 10453
(718)920-4321
Handicap Accessible",2058 Jerome Ave Bronx 10453,(718)920-4321,10453
889,MONTEFIORE MEDICAL CENTER,"Distance: 6.7 miles
260 E 161st St Bronx 10451
(718)920-4321
Handicap Accessible",260 E 161st St Bronx 10451,(718)920-4321,10451
890,MONTEFIORE MEDICAL CENTER,"Distance: 12.32 miles
600 East 233rd Street Bronx 10466
(718)920-4231
Handicap Accessible",600 East 233rd Street Bronx 10466,(718)920-4231,10466
891,"NEW ALTERNATIVES FOR CHILDREN, INC","Distance: 0.42 miles
37 West 26th Street, 8th FL New York 10010
(212)696-1550
Handicap Accessible","37 West 26th Street, 8th FL New York 10010",(212)696-1550,10010
