program_region,program_county,sponsor_name,agency_name,site_name,main_site,site_address,site_city,site_state,site_zip_code,site_county,population_simple,type,full_address,lat,long,geometry
New York City,New York,Association to Benefit Children,Association to Benefit Children,ABC Fast Break Yorkville,N,421 East 88th Street Room 402,New York,NY,10128,New York,Adolescents,Community,"421 East 88th Street Room 402, New York, NY 10128",40.7779225,-73.9473251,"[-73.9473251, 40.7779225]"
New York City,New York,Association to Benefit Children,Association to Benefit Children,Children's Mobile Mental Health Clinic,Y,1841 Park Avenue,New York,NY,10035,New York,Children & Adolescents,Community,"1841 Park Avenue, New York, NY 10035",40.8056792,-73.9380487,"[-73.9380487, 40.8056792]"
New York City,New York,Association to Benefit Children,Association to Benefit Children,Fast Break Murry Bergtraum,N,411 Pearl Street Rooms 137H & 229,New York,NY,10038,New York,Adolescents,Community,"411 Pearl Street Rooms 137H & 229, New York, NY 10038",40.7112411,-74.0014423,"[-74.0014423, 40.7112411]"
New York City,New York,Association to Benefit Children,Association to Benefit Children,Fast Break at P.S. 206,N,508 East 120th Street Room 427,New York,NY,10035,New York,Children,School,"508 East 120th Street Room 427, New York, NY 10035",40.7969061,-73.9299784,"[-73.9299784, 40.7969061]"
New York City,New York,Association to Benefit Children,Association to Benefit Children,Fast Break 115,Y,158 East 115th Street 1st Floor,New York,NY,10029,New York,Children & Adolescents,Community,"158 East 115th Street 1st Floor, New York, NY 10029",40.797615,-73.9419066,"[-73.9419066, 40.797615]"
New York City,New York,"BALANCE Eating Disorder Center, LLC","BALANCE Eating Disorder Center, LLC",BALANCE Eating Disorder Center Clinic,Y,18 West 21st Street 4th Floor,New York,NY,10010,New York,Adolescents,Community,"18 West 21st Street 4th Floor, New York, NY 10010",40.7406453,-73.99186399999999,"[-73.99186399999999, 40.7406453]"
New York City,New York,Blanton-Peale Institute,Blanton-Peale Institute,Blanton-Peale Institute,Y,7 West 30th Street 9th and 10th Floors,New York,NY,10001,New York,Children & Adolescents,Community,"7 West 30th Street 9th and 10th Floors, New York, NY 10001",40.7464808,-73.9871234,"[-73.9871234, 40.7464808]"
New York City,New York,"Center for Alternative Sentencing & Employment Services, Inc.",Center for Alternative Sentencing & Employmen,Nathaniel Clinic,Y,2090 Adam Clayton Powell Jr. Blvd 4th and 8th Floors,New York,NY,10027,New York,Adolescents,Community,"2090 Adam Clayton Powell Jr. Blvd 4th and 8th Floors, New York, NY 10027",40.7383715,-74.0038824,"[-74.0038824, 40.7383715]"
New York City,New York,Center for Hearing and Communication,Center for Hearing and Communication,Center for Hearing and Communication,Y,50 Broadway 6th Floor,New York,NY,10004,New York,Children & Adolescents,Community,"50 Broadway 6th Floor, New York, NY 10004",40.7063491,-74.0125217,"[-74.0125217, 40.7063491]"
New York City,New York,Community Assistance Resources & Extended Services,Community Assistance Resources & Extended Ser,CARES Behavioral Health Services,Y,465 Grand Street Basement,New York,NY,10002,New York,Children & Adolescents,Community,"465 Grand Street Basement, New York, NY 10002",40.7147772,-73.9839516,"[-73.9839516, 40.7147772]"
New York City,New York,"Community Association of Progressive Dominicans, Inc.",Community Association of Progressive Dominica,Audubon Ballroom Family Center,Y,3940 Broadway 2nd Floor,New York,NY,10032,New York,Children & Adolescents,Community,"3940 Broadway 2nd Floor, New York, NY 10032",40.8393296,-73.9406691,"[-73.9406691, 40.8393296]"
New York City,New York,"Community Association of Progressive Dominicans, Inc.",Community Association of Progressive Dominica,The Audubon Ballroom Family Center School Satellite @ IS117X,N,1865 Morris Avenue Room 116,Bronx,NY,10453,New York,Children & Adolescents,School,"1865 Morris Avenue Room 116, Bronx, NY 10453",40.8485816,-73.9087503,"[-73.9087503, 40.8485816]"
New York City,New York,"Community Health Project, Inc.","Community Health Project, Inc.",Callen-Lorde Behavioral Health at T,N,208 West 13th Street,New York,NY,10011,New York,Adolescents,Community,"208 West 13th Street, New York, NY 10011",40.738087,-74.001046,"[-74.001046, 40.738087]"
New York City,New York,Gotham Health FQHC,NYC-HHC Gouverneur Hospital D&TC,Gouverneur Hospital Mental Health Clinic,Y,"227 Madison Street 5th Floor, Ambulatory Care Pavilion",New York,NY,10002,New York,Children & Adolescents,Community,"227 Madison Street 5th Floor, Ambulatory Care Pavilion, New York, NY 10002",40.7131148,-73.9877376,"[-73.9877376, 40.7131148]"
New York City,New York,Gotham Health FQHC,NYC-HHC Gouverneur Hospital D&TC,Roberto Clemente Family Guidance Center,Y,540 E. 13th Street,New York,NY,10009,New York,Children & Adolescents,Community,"540 E. 13th Street, New York, NY 10009",40.7288221,-73.9792839,"[-73.9792839, 40.7288221]"
New York City,New York,Graham-Windham Services for Families & Children,Graham-Windham Services for Families & Childr,Graham-Windham Manhattan Center,Y,274 West 145th Street 2nd Floor,New York,NY,10039,New York,Children & Adolescents,Community,"274 West 145th Street 2nd Floor, New York, NY 10039",40.82248329999999,-73.9414958,"[-73.9414958, 40.82248329999999]"
New York City,New York,Graham-Windham Services for Families & Children,Graham-Windham Services for Families & Childr,Graham-Windham Services @ PS 123 The Mahalia Jackson School,N,301 West 140th Street Room 100B,New York,NY,10030,New York,Children & Adolescents,School,"301 West 140th Street Room 100B, New York, NY 10030",40.8203373,-73.9443402,"[-73.9443402, 40.8203373]"
New York City,New York,Graham-Windham Services for Families & Children,Graham-Windham Services for Families & Childr,Webster Avenue Mental Health Center,N,1946 Webster Avenue 1st Floor,Bronx,NY,10457,New York,Children & Adolescents,Community,"1946 Webster Avenue 1st Floor, Bronx, NY 10457",40.8489767,-73.8999511,"[-73.8999511, 40.8489767]"
New York City,New York,"Greenwich House, Inc.","Greenwich House, Inc.",The Center for Resiliency and Wellness,Y,27 Barrow Street 3rd Floor,New York,NY,10014,New York,Children & Adolescents,Community,"27 Barrow Street 3rd Floor, New York, NY 10014",40.7322731,-74.00306590000001,"[-74.00306590000001, 40.7322731]"
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Chinatown Family Consultation Center,Y,253 South Street,New York,NY,10002,New York,Children & Adolescents,Community,"253 South Street, New York, NY 10002",40.710332,-73.990323,"[-73.990323, 40.710332]"
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Japanese Unit,N,253 South Street 3rd Floor,New York,NY,10002,New York,Children & Adolescents,Community,"253 South Street 3rd Floor, New York, NY 10002",40.710332,-73.990323,"[-73.990323, 40.710332]"
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Smith Consultation Center,N,253 South Street 3rd Floor,New York,NY,10002,New York,Children & Adolescents,Community,"253 South Street 3rd Floor, New York, NY 10002",40.710332,-73.990323,"[-73.990323, 40.710332]"
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Southeast Asia Unit,N,253 South Street 3rd Floor,New York,NY,10002,New York,Children & Adolescents,Community,"253 South Street 3rd Floor, New York, NY 10002",40.710332,-73.990323,"[-73.990323, 40.710332]"
New York City,New York,"Hamilton-Madison House, Inc.","Hamilton-Madison House, Inc.",Korean Satellite Clinic,N,108-11 48th Avenue Cellar,Corona,NY,11368,Queens,Children & Adolescents,Community,"108-11 48th Avenue Cellar, Corona, NY 11368",40.7462252,-73.85598999999999,"[-73.85598999999999, 40.7462252]"
New York City,New York,Henry Street Settlement,Henry Street Settlement,Henry Street Settlement Community Consultation Center,Y,40 Montgomery Street,New York,NY,10002,New York,Children & Adolescents,Community,"40 Montgomery Street, New York, NY 10002",40.7126971,-73.9857348,"[-73.9857348, 40.7126971]"
New York City,New York,Henry Street Settlement,Henry Street Settlement,Henry Street Settlement School,N,220 Henry Street Rooms 107 and 144c,New York,NY,10002,New York,Children & Adolescents,School,"220 Henry Street Rooms 107 and 144c, New York, NY 10002",40.7134455,-73.9860332,"[-73.9860332, 40.7134455]"
New York City,New York,Henry Street Settlement,Henry Street Settlement,School Based Mental Health P.S. 134/P.S. 137,N,"293 East Broadway Rooms 201, 203, and 426",New York,NY,10002,New York,Children,School,"293 East Broadway Rooms 201, 203, and 426, New York, NY 10002",40.7142834,-73.982957,"[-73.982957, 40.7142834]"
New York City,New York,Henry Street Settlement,Henry Street Settlement,School Based Mental Health PS 140,N,123 Ridge Street Rooms 120-1 and 321,New York,NY,10002,New York,Children,School,"123 Ridge Street Rooms 120-1 and 321, New York, NY 10002",40.7174779,-73.98385189999999,"[-73.98385189999999, 40.7174779]"
New York City,New York,Henry Street Settlement,Henry Street Settlement,School Based Mental Health PS 142,N,"100 Attorney Street Rooms 220, 248, and 260",New York,NY,10002,New York,Children & Adolescents,School,"100 Attorney Street Rooms 220, 248, and 260, New York, NY 10002",40.907574,-73.89821429999999,"[-73.89821429999999, 40.907574]"
New York City,New York,Henry Street Settlement,Henry Street Settlement,School Based Mental Health PS 20,N,"166 Essex Street Rooms 248, 250, and 256",New York,NY,10002,New York,Children & Adolescents,School,"166 Essex Street Rooms 248, 250, and 256, New York, NY 10002",40.90351810000001,-73.8989368,"[-73.8989368, 40.90351810000001]"
New York City,New York,Hudson Guild Counseling Service,Hudson Guild Counseling Service,Hudson Guild Paula B. Balser Counseling Service,Y,441 West 26th Street,New York,NY,10001,New York,Children & Adolescents,Community,"441 West 26th Street, New York, NY 10001",40.7495592,-74.0014717,"[-74.0014717, 40.7495592]"
New York City,New York,Hudson Guild Counseling Service,Hudson Guild Counseling Service,James Baldwin School,N,351 West 18th Street,New York,NY,10011,New York,Children & Adolescents,School,"351 West 18th Street, New York, NY 10011",40.7431364,-74.0025192,"[-74.0025192, 40.7431364]"
New York City,New York,"Inwood Community Services, Inc.","Inwood Community Services, Inc.",Alicia M. Ferrer Mental Health Clinic,Y,651 Academy Street,New York,NY,10034,New York,Children & Adolescents,Community,"651 Academy Street, New York, NY 10034",40.866179,-73.9245466,"[-73.9245466, 40.866179]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Crossroads Counseling Center,Y,135 West 50th Street 6th Floor,New York,NY,10020,New York,Adolescents,Community,"135 West 50th Street 6th Floor, New York, NY 10020",40.76088559999999,-73.9825548,"[-73.9825548, 40.76088559999999]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - HS of Environmental Studies Satellite,N,"444 W 56th Street 6th Floor, Room 2012",New York,NY,10019,New York,Adolescents,School,"444 W 56th Street 6th Floor, Room 2012, New York, NY 10019",40.7677451,-73.98809920000001,"[-73.98809920000001, 40.7677451]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - IS 188 Satellite,N,442 East Houston Street Rooms 421C and 421D,New York,NY,10002,New York,Children & Adolescents,School,"442 East Houston Street Rooms 421C and 421D, New York, NY 10002",40.7198989,-73.9773555,"[-73.9773555, 40.7198989]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS 116 Satellite,N,"210 East 33rd Street Rooms 108, 323, and 509",New York,NY,10016,New York,Children & Adolescents,School,"210 East 33rd Street Rooms 108, 323, and 509, New York, NY 10016",40.74449660000001,-73.9776384,"[-73.9776384, 40.74449660000001]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS 15 Satellite,N,333 East 4th Street Room 103,New York,NY,10009,New York,Children & Adolescents,School,"333 East 4th Street Room 103, New York, NY 10009",40.7219088,-73.9787369,"[-73.9787369, 40.7219088]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS 41 Satellite,N,116 West 11th Street Room 105C,New York,NY,10011,New York,Children & Adolescents,School,"116 West 11th Street Room 105C, New York, NY 10011",40.7355874,-73.9992096,"[-73.9992096, 40.7355874]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS/IS 111 Satellite,N,440 West 53rd Street Room 412,New York,NY,10019,New York,Children & Adolescents,School,"440 West 53rd Street Room 412, New York, NY 10019",40.7660107,-73.9897148,"[-73.9897148, 40.7660107]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - PS/IS 126 Satellite,N,80 Catherine Street Rooms 217 and 239,New York,NY,10038,New York,Children & Adolescents,School,"80 Catherine Street Rooms 217 and 239, New York, NY 10038",40.7105672,-73.9970098,"[-73.9970098, 40.7105672]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS Counseling Service at the Manhattan JCC Site,N,334 Amsterdam Avenue 2nd Floor,New York,NY,10023,New York,Children & Adolescents,Community,"334 Amsterdam Avenue 2nd Floor, New York, NY 10023",40.7811304,-73.9802022,"[-73.9802022, 40.7811304]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Stuyvesant High School,N,345 Chambers Street Room 236P,New York,NY,10282,New York,Children & Adolescents,School,"345 Chambers Street Room 236P, New York, NY 10282",40.7181492,-74.0137623,"[-74.0137623, 40.7181492]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Dr. Eugene D. Glynn/YCL Counseling Center,Y,5030 Broadway,New York,NY,10034,New York,Children & Adolescents,Community,"5030 Broadway, New York, NY 10034",40.8688715,-73.9166929,"[-73.9166929, 40.8688715]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,The Equity Project Charter School,N,153-157 Sherman Avenue Room 209,New York,NY,10034,New York,Children & Adolescents,School,"153-157 Sherman Avenue Room 209, New York, NY 10034",40.8642931,-73.92298509999999,"[-73.92298509999999, 40.8642931]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS Child Development Center Clinic,Y,34 West 139th Street,New York,NY,10037,New York,Children,Community,"34 West 139th Street, New York, NY 10037",40.8155905,-73.9369924,"[-73.9369924, 40.8155905]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,TEP Early Childhood Campus,N,4280 Broadway 2nd Floor,New York,NY,10033,New York,Children,Community,"4280 Broadway 2nd Floor, New York, NY 10033",40.850955,-73.934907,"[-73.934907, 40.850955]"
New York City,New York,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,TEP Elementary School Campus,N,549 Audubon Avenue Room T7,New York,NY,10040,New York,Children,School,"549 Audubon Avenue Room T7, New York, NY 10040",40.8569571,-73.92659789999999,"[-73.92659789999999, 40.8569571]"
New York City,New York,"Karen Horney Clinic, Inc.","Karen Horney Clinic, Inc.",Karen Horney Clinic,Y,329 East 62nd Street,New York,NY,10065,New York,Children & Adolescents,Community,"329 East 62nd Street, New York, NY 10065",40.7622426,-73.961721,"[-73.961721, 40.7622426]"
New York City,New York,"Lighthouse Guild International, Inc.",JGB Mental Health and Mental Retardation Svcs,"JGB Mental Health and Mental Retardation Services, Inc. CTP",Y,80 West End Avenue 4th Floor,New York,NY,10023,New York,Children & Adolescents,Community,"80 West End Avenue 4th Floor, New York, NY 10023",40.7743375,-73.98817319999999,"[-73.98817319999999, 40.7743375]"
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",MCMH - Upper West Side Satellite,N,336 Central Park West,New York,NY,10025,New York,Children & Adolescents,Community,"336 Central Park West, New York, NY 10025",40.7904197,-73.96617499999999,"[-73.96617499999999, 40.7904197]"
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",MCMH - Washington Heights,N,1090 St. Nicholas Avenue,New York,NY,10032,New York,Children & Adolescents,Community,"1090 St. Nicholas Avenue, New York, NY 10032",40.838188,-73.9395183,"[-73.9395183, 40.838188]"
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",MCMH @ Alfred E Smith School-PS163,N,163 West 97th Street Room 203,New York,NY,10025,New York,Children,School,"163 West 97th Street Room 203, New York, NY 10025",40.7948887,-73.9684479,"[-73.9684479, 40.7948887]"
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",MCMH @ Lillian Weber School - PS 84,N,32 West 92nd Street Room 110,New York,NY,10025,New York,Children & Adolescents,School,"32 West 92nd Street Room 110, New York, NY 10025",40.7894371,-73.9680806,"[-73.9680806, 40.7894371]"
New York City,New York,"Metropolitan Center for Mental Health, Inc.","Metropolitan Center for Mental Health, Inc.",Metropolitan Center for Mental Health,Y,160 West 86th Street,New York,NY,10024,New York,Children & Adolescents,Community,"160 West 86th Street, New York, NY 10024",40.78712669999999,-73.97448589999999,"[-73.97448589999999, 40.78712669999999]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Beth Israel Medical Center,Beth Israel Medical Center Child Outpatient Department,Y,10 Nathan D Perlman Place,New York,NY,10003,New York,Children & Adolescents,Community,"10 Nathan D Perlman Place, New York, NY 10003",40.73308919999999,-73.9830393,"[-73.9830393, 40.73308919999999]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Adolescent Health Center - Mental Health Clinic,Y,312-320 E. 94th Street,New York,NY,10128,New York,Children & Adolescents,Community,"312-320 E. 94th Street, New York, NY 10128",40.7823328,-73.9471882,"[-73.9471882, 40.7823328]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Bayard Rustin Educational Complex School Clinic Satellite,N,351 West 18th Street Room 610,New York,NY,10011,New York,Adolescents,School,"351 West 18th Street Room 610, New York, NY 10011",40.7431364,-74.0025192,"[-74.0025192, 40.7431364]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Julia Richman Educational Complex,N,317 East 67th Street Room 152,New York,NY,10065,New York,Adolescents,Community,"317 East 67th Street Room 152, New York, NY 10065",40.7653683,-73.9596962,"[-73.9596962, 40.7653683]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Manhattan Center for Science and Mathematics,N,260 Pleasant Avenue Room 109,New York,NY,10029,New York,Adolescents,Community,"260 Pleasant Avenue Room 109, New York, NY 10029",40.7940732,-73.93290520000001,"[-73.93290520000001, 40.7940732]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Child and Family Outpatient Clinic,Y,1240 Park Avenue,New York,NY,10128,New York,Children & Adolescents,Community,"1240 Park Avenue, New York, NY 10128",40.7869281,-73.9527205,"[-73.9527205, 40.7869281]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",Mount Sinai Medical Center,Mount Sinai Pediatric Clinic Satellite,N,"1468 Madison Avenue Annenberg Bldg, Rooms 051 and 308",New York,NY,10029,New York,Children & Adolescents,Community,"1468 Madison Avenue Annenberg Bldg, Rooms 051 and 308, New York, NY 10029",40.7899317,-73.9524122,"[-73.9524122, 40.7899317]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",St. Luke's-Roosevelt Hospital Center dba MSM,Child and Family Institute Satellite,N,1090 Amsterdam Avenue 17th Floor,New York,NY,10025,New York,Children & Adolescents,Community,"1090 Amsterdam Avenue 17th Floor, New York, NY 10025",40.8054197,-73.9625102,"[-73.9625102, 40.8054197]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",St. Luke's-Roosevelt Hospital Center dba MSM,"PS 325, PS 192 - Jacob H. Schiff School & Hamilton Grange MS",N,"500 West 138th Street GuidCounsSte, Room128, Off.1&Rm100B",New York,NY,10031,New York,Children & Adolescents,School,"500 West 138th Street GuidCounsSte, Room128, Off.1&Rm100B, New York, NY 10031",40.8210016,-73.9533407,"[-73.9533407, 40.8210016]"
New York City,New York,"Mount Sinai Hospitals Group, Inc.",St. Luke's-Roosevelt Hospital Center dba MSM,SLR Department of Psychiatry and Behavioral Health,Y,411 W. 114th Street,New York,NY,10025,New York,Children & Adolescents,Community,"411 W. 114th Street, New York, NY 10025",40.8052934,-73.9609404,"[-73.9609404, 40.8052934]"
New York City,New York,"New Alternatives for Children, Inc.","New Alternatives for Children, Inc.",NAC Mental Health Clinic,Y,37 West 26th Street 8th Floor,New York,NY,10010,New York,Children & Adolescents,Community,"37 West 26th Street 8th Floor, New York, NY 10010",40.7445977,-73.9904622,"[-73.9904622, 40.7445977]"
New York City,New York,"New Alternatives for Children, Inc.","New Alternatives for Children, Inc.",New Alternatives for Children Bronx Satellite,N,1775 Grand Concourse Suite 703,Bronx,NY,10453,Bronx,Children & Adolescents,Community,"1775 Grand Concourse Suite 703, Bronx, NY 10453",40.8464748,-73.91035459999999,"[-73.91035459999999, 40.8464748]"
New York City,New York,New York City Children's Center,New York City Children's Center,Queens Mid-Childhood Clinic at PS 169,Y,110 East 88th Street PS 169,New York,NY,10128,New York,Children & Adolescents,School,"110 East 88th Street PS 169, New York, NY 10128",40.7808828,-73.95565959999999,"[-73.95565959999999, 40.7808828]"
New York City,New York,New York City Health and Hospitals Corporation Bellevue Hospital Center,NYC-HHC Bellevue Hospital Center,Bellevue Hospital Center Child & Adolescent Clinic,Y,462 First Avenue,New York,NY,10016,New York,Children & Adolescents,Community,"462 First Avenue, New York, NY 10016",40.7397258,-73.976201,"[-73.976201, 40.7397258]"
New York City,New York,New York City Health and Hospitals Corporation Harlem Hospital Center,NYC-HHC Harlem Hospital Center,Child and Adolescent Psychiatry Clinic,Y,"46 West 137th Street Ronald Brown Bldg, 4th Fl & Rm 3071",New York,NY,10037,New York,Children & Adolescents,Community,"46 West 137th Street Ronald Brown Bldg, 4th Fl & Rm 3071, New York, NY 10037",40.8147539,-73.9389672,"[-73.9389672, 40.8147539]"
New York City,New York,New York City Health and Hospitals Corporation Metropolitan Hospital Center,NYC-HHC Metropolitan Hospital Center,Metropolitan Hospital CMHC Child/Adolescent Clinic,Y,"1900 Second Avenue 6th Floor, Suite 6M22",New York,NY,10029,New York,Children & Adolescents,Community,"1900 Second Avenue 6th Floor, Suite 6M22, New York, NY 10029",40.7856092,-73.9458441,"[-73.9458441, 40.7856092]"
New York City,New York,New York Psychiatric Institute,New York Psychiatric Institute,OnTrackNY-WHCS,N,1051 Riverside Drive 1st Floor,New York,NY,10032,New York,Adolescents,Community,"1051 Riverside Drive 1st Floor, New York, NY 10032",40.8426267,-73.94455549999999,"[-73.94455549999999, 40.8426267]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Central Park East I,N,1573 Madison Avenue JHS Jackie Robinson Compl Rm 120B,New York,NY,10029,New York,Children & Adolescents,Community,"1573 Madison Avenue JHS Jackie Robinson Compl Rm 120B, New York, NY 10029",40.793857,-73.948933,"[-73.948933, 40.793857]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",East Harlem Scholars Academy HS Sat,N,320 East 96th Street Room 404,New York,NY,10128,New York,Adolescents,School,"320 East 96th Street Room 404, New York, NY 10128",40.7832167,-73.9460393,"[-73.9460393, 40.7832167]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",KIPP Infinity School Satellite,N,625 W 133rd Street Rooms 235E and 335F,New York,NY,10027,New York,Children & Adolescents,School,"625 W 133rd Street Rooms 235E and 335F, New York, NY 10027",40.8198495,-73.95550469999999,"[-73.95550469999999, 40.8198495]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",KIPP NYC College Prep Satellite,N,201 E 144th Street Room 309,Bronx,NY,10451,New York,Children & Adolescents,Community,"201 E 144th Street Room 309, Bronx, NY 10451",40.8162132,-73.9261973,"[-73.9261973, 40.8162132]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health at Alain Locke,N,21 W 111th Street Room 209,New York,NY,10026,New York,Children,Community,"21 W 111th Street Room 209, New York, NY 10026",40.7983413,-73.9504528,"[-73.9504528, 40.7983413]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health at KIPP Academy,N,250 E 156th Street Suite 413,Bronx,NY,10451,Bronx,Children & Adolescents,School,"250 E 156th Street Suite 413, Bronx, NY 10451",40.8224876,-73.9215612,"[-73.9215612, 40.8224876]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health at P.S. 161,N,"499 W 133rd Street Room 125B, Main Floor",New York,NY,10027,New York,Children & Adolescents,School,"499 W 133rd Street Room 125B, Main Floor, New York, NY 10027",40.81775520000001,-73.9524683,"[-73.9524683, 40.81775520000001]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health: EHSA,N,2050 Second Avenue Room 208,New York,NY,10029,New York,Children,School,"2050 Second Avenue Room 208, New York, NY 10029",40.7902029,-73.9425632,"[-73.9425632, 40.7902029]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Behavioral Health: EHSA 2,N,1573 Madison Avenue Jackie Robinson Ed. Complex Rm 431,New York,NY,10029,New York,Children,School,"1573 Madison Avenue Jackie Robinson Ed. Complex Rm 431, New York, NY 10029",40.7852572,-73.94251539999999,"[-73.94251539999999, 40.7852572]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Center for Child Developm,N,197 East Broadway,New York,NY,10002,New York,Children & Adolescents,Community,"197 East Broadway, New York, NY 10002",40.7139708,-73.9883747,"[-73.9883747, 40.7139708]"
New York City,New York,"Northside Center for Child Development, Inc.","Northside Center for Child Development, Inc.",Northside Center for Child Development Clinic,Y,1475 Park Avenue,New York,NY,10029,New York,Children & Adolescents,Community,"1475 Park Avenue, New York, NY 10029",40.7938755,-73.9466822,"[-73.9466822, 40.7938755]"
New York City,New York,"Northwell Healthcare, Inc./Northwell Quality and Medical Affairs, Inc.",Lenox Hill Hospital,Lenox Hill Hospital Psychiatric Outpatient Clinic,Y,210 E. 64th Street 4th Floor,New York,NY,10065,New York,Children & Adolescents,Community,"210 E. 64th Street 4th Floor, New York, NY 10065",40.7640404,-73.96321089999999,"[-73.96321089999999, 40.7640404]"
New York City,New York,"Postgraduate Center for Mental Health, Inc.","Postgraduate Center for Mental Health, Inc.",Support Center for Individuals and Families,Y,213 W 35th Street Suite 403,New York,NY,10001,New York,Children & Adolescents,Community,"213 W 35th Street Suite 403, New York, NY 10001",40.752121,-73.9907064,"[-73.9907064, 40.752121]"
New York City,New York,"Puerto Rican Family Institute, Inc.","Puerto Rican Family Institute, Inc.",Puerto Rican Family Institute - Manhattan Clinic,Y,145 West 15th Street,New York,NY,10011,New York,Children & Adolescents,Community,"145 West 15th Street, New York, NY 10011",40.7389344,-73.9979012,"[-73.9979012, 40.7389344]"
New York City,New York,"START Treatment & Recovery Centers, Inc.","START Treatment & Recovery Centers, Inc.",Teen START,Y,119 West 124th Street,New York,NY,10027,New York,Adolescents,Community,"119 West 124th Street, New York, NY 10027",40.8076925,-73.94677399999999,"[-73.94677399999999, 40.8076925]"
New York City,New York,"St. Mark's Place Institute for Mental Health, Inc.","St. Mark's Place Institute for Mental Health,",St. Mark's Place Institute - Unitas Clinic,Y,57 St. Mark's Place,New York,NY,10003,New York,Children & Adolescents,Community,"57 St. Mark's Place, New York, NY 10003",40.7282717,-73.98642339999999,"[-73.98642339999999, 40.7282717]"
New York City,New York,The Children's Aid Society,The Children's Aid Society,CAS School Based Clinic - Curtis H.S.,N,"105 Hamilton Avenue Rooms 116E, 116F, 116H",Staten Island,NY,10301,New York,Adolescents,School,"105 Hamilton Avenue Rooms 116E, 116F, 116H, Staten Island, NY 10301",40.645061,-74.0819432,"[-74.0819432, 40.645061]"
