program_region,program_county,sponsor_name,agency_name,site_name,main_site,site_address,site_city,site_state,site_zip_code,site_county,population_simple,type
New York City,Queens,Episcopal Health Services Inc.,Episcopal Health Services Inc.,St. John's Episcopal South Shore Division CMHC,Y,521 Beach 20th Street,Far Rockaway,NY,11691.0,Queens,Children & Adolescents,Community
New York City,Queens,Jamaica Hospital Medical Center,Jamaica Hospital Medical Center,Jamaica Hospital Mental Health Clinic,Y,9009 Van Wyck Expressway 2nd Floor,Jamaica,NY,11435.0,Queens,Children & Adolescents,Community
New York City,Queens,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - Pride of Judea Mental Health Center,Y,243-02 Northern Blvd,Douglaston,NY,11362.0,Queens,Children & Adolescents,Community
New York City,Queens,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Rego Park Counseling (Resource) Center Clinic,Y,97-77 Queens Boulevard,Rego Park,NY,11374.0,Queens,Children & Adolescents,Community
New York City,Queens,Korean Community Services of Metropolitan NY,Korean Community Services of Metropolitan NY,KCS Mental Health Clinic,Y,42-16 162nd St 2nd Floor,Flushing,NY,11358.0,Queens,Adolescents,Community
New York City,Queens,"Lexington Center for Mental Health Services, Inc.","Lexington Center for Mental Health Services,","Lexington Center for Mental Health Services, Inc.",Y,26-26 75th Street,East Elmhurst,NY,11370.0,Queens,Children & Adolescents,Community
New York City,Queens,"Long Island Consultation Center, Inc.","Long Island Consultation Center, Inc.",Long Island Consultation Center,Y,91-31 Queens Blvd Suite 222,Elmhurst,NY,11373.0,Queens,Children & Adolescents,Community
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",I.S. 125 - Thomas J. McCann School,N,46-02 47th Avenue Rooms 459 and 312C,Woodside,NY,11377.0,Queens,Children & Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",I.S. 126,N,31-51 21st Street Room G1,Long Island City,NY,11106.0,Queens,Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",I.S. 204 and Energy Tech High School,N,36-41 28th Street Room 117B,Long Island City,NY,11106.0,Queens,Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",I.S. 5 Q Satellite,N,50-40 Jacobus Street Rooms A201 and A413,Elmhurst,NY,11373.0,Queens,Children & Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S. 151 Satellite,N,50-05 31st Avenue Rooms 432 and 351A,Woodside,NY,11377.0,Queens,Children & Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S. 166 Satellite,N,"33-09 35th Avenue Henry Goldstein School, Room 454",Long Island City,NY,11106.0,Queens,Children & Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S. 199 Satellite,N,"39-20 48th Avenue Maurice A. Fitzgerald Sch, Room 314",Sunnyside,NY,11104.0,Queens,Children & Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S. 76,N,36-36 10th Street Rooms 209A and 209B,Long Island City,NY,11106.0,Queens,Children,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S./I.S. 102,N,55-24 Van Horne Street Room 227A,Elmhurst,NY,11373.0,Queens,Children & Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",Queens Technical High School,N,37-02 47th Avenue Room 213,Long Island City,NY,11101.0,Queens,Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",The International H.S. & Middle College H.S.,N,"45-35 Van Dam Street LaGuardia CC, Rms 106, 116A, 202",Astoria,NY,11101.0,Queens,Children & Adolescents,School
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",Western Queens Consultation Center,Y,44-04 Queens Boulevard 2nd Floor,Sunnyside,NY,11104.0,Queens,Children & Adolescents,Community
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",Western Queens Consultation Center Satellite,N,61-20 Woodside Avenue,Woodside,NY,11377.0,Queens,Children & Adolescents,Community
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",Western Queens Consultation Center: SBS Support Clinic,N,37-08 91st Street 3rd Floor,Jackson Heights,NY,11372.0,Queens,Children & Adolescents,Community
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",William Cullen Bryant High School,N,48-10 31st Avenue Room #418,Long Island City,NY,11103.0,Queens,Adolescents,School
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",Howard Beach Clinic,Y,156-28 Cross Bay Boulevard,Howard Beach,NY,11414.0,Queens,Children & Adolescents,Community
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Counseling - Far Rockaway Clinic,Y,718-720 Beach 20th Street 3rd Floor,Far Rockaway,NY,11691.0,Queens,Children & Adolescents,Community
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",The Wellness Place @ PS/IS 183Q,N,2-45 Beach 79th Street Room 149A,Far Rockaway,NY,11693.0,Queens,Children & Adolescents,School
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Counseling Center Arverne Clinic,Y,66-03 Beach Channel Drive,Arverne,NY,11692.0,Queens,Children & Adolescents,Community
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Counseling Center Clinic,Y,108-19 Rockaway Blvd,South Ozone Park,NY,11420.0,Queens,Children & Adolescents,Community
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Wellness Place at P.S. 65Q,N,103-22 99th Street Room 205C,Ozone Park,NY,11417.0,Queens,Children & Adolescents,School
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Counseling Center West Rockaway Clinic,Y,88-02 Rockaway Beach Blvd,Rockaway Beach,NY,11693.0,Queens,Children & Adolescents,Community
New York City,Queens,New York City Children's Center,New York City Children's Center,Queens Mid-Childhood Clinic,Y,74-03 Commonwealth Blvd,Bellerose,NY,11426.0,Queens,Children & Adolescents,Community
New York City,Queens,New York City Health and Hospitals Corporation Elmhurst Hospital Center,NYC-HHC Elmhurst Hospital Center,Elmhurst Hospital Mental Health Clinic,Y,79-01 Broadway,Elmhurst,NY,11373.0,Queens,Children & Adolescents,Community
New York City,Queens,New York City Health and Hospitals Corporation Elmhurst Hospital Center,NYC-HHC Elmhurst Hospital Center,Elmhurst Hospital Mental Health School-based Clinic,Y,33-34 80th Street Joseph Pulitzer I.S. 145,Jackson Heights,NY,11372.0,Queens,Children & Adolescents,School
New York City,Queens,New York City Health and Hospitals Corporation Queens Hospital Center,NYC-HHC Queens Hospital Center,Jamaica High School Clinic Satellite,N,167-01 Gothic Drive Room 450,Jamaica,NY,11432.0,Queens,Children & Adolescents,School
New York City,Queens,New York City Health and Hospitals Corporation Queens Hospital Center,NYC-HHC Queens Hospital Center,P.S. 154,N,75-02 162nd Street Room 197,Fresh Meadows,NY,11366.0,Queens,Children & Adolescents,School
New York City,Queens,New York City Health and Hospitals Corporation Queens Hospital Center,NYC-HHC Queens Hospital Center,P.S. 160,N,109-59 Inwood Street Room 304,Jamaica,NY,11435.0,Queens,Children & Adolescents,School
New York City,Queens,New York City Health and Hospitals Corporation Queens Hospital Center,NYC-HHC Queens Hospital Center,Queens Hospital Center Child & Adolescent OPD,Y,"82-50 164th Street 3rd Floor, Suite P-315",Jamaica,NY,11432.0,Queens,Children & Adolescents,Community
New York City,Queens,"New York Counseling for Change, LLC","New York Counseling for Change, LLC",New York Counseling for Change Clinic,Y,30-46 Northern Boulevard,Long Island City,NY,11101.0,Queens,Adolescents,Community
New York City,Queens,New York Flushing Hospital and Medical Center,New York Flushing Hospital and Medical Center,New York Flushing Hospital and Medical Center Clinic,Y,146-01 45th Avenue,Flushing,NY,11355.0,Queens,Children & Adolescents,Community
New York City,Queens,"Northwell Healthcare, Inc./Northwell Quality and Medical Affairs, Inc.",Long Island Jewish Medical Center,Long Island Jewish @ Martin Van Buren High School,N,230-17 Hillside Avenue Rooms 135L and 112,Queens Village,NY,11427.0,Queens,Adolescents,School
New York City,Queens,"Northwell Healthcare, Inc./Northwell Quality and Medical Affairs, Inc.",Long Island Jewish Medical Center,The Zucker Hillside Ambulatory Care Clinic,Y,"75-59 263rd Street Amb Care Pavilion Bsmt, 1st &2nd Fl",Glen Oaks,NY,11004.0,Queens,Children & Adolescents,Community
New York City,Queens,Outreach Development Corporation,Outreach Development Corporation,Richmond Hill Mental Health Clinic,Y,117-11 Myrtle Avenue,Richmond Hill,NY,11418.0,Queens,Adolescents,Community
New York City,Queens,"Queens County Neuropsychiatric Institute, Inc.","Queens County Neuropsychiatric Institute, Inc","Queens County Neuropsychiatric Institute, Inc.",Y,37-64 72nd Street,Jackson Heights,NY,11372.0,Queens,Children & Adolescents,Community
New York City,Queens,"Samuel Field YM & YWHA, Inc.","Samuel Field YM & YWHA, Inc.",Adolescent Mental Health Center,N,58-20 Little Neck Parkway,Little Neck,NY,11362.0,Queens,Children & Adolescents,Community
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Family Life Clinic,Y,89-74 162nd Street 5th Floor,Jamaica,NY,11432.0,Queens,Children & Adolescents,Community
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Far Rockaway Family Life Clinic,N,1600 Central Avenue,Far Rockaway,NY,11691.0,Queens,Children & Adolescents,Community
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Kidwise Mental Health Clinic Satellite,N,"133-25 Guy R. Brewer Boulevard M.S. 72, Suites 118 and 119",Jamaica,NY,11434.0,Queens,Children & Adolescents,Community
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Liberty Avenue Satellite,N,107-14 Liberty Avenue 2nd Floor,Jamaica,NY,11417.0,Queens,Children & Adolescents,Community
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Sheltering Arms Children and Family,N,432 East 149th Street 3rd Floor,Bronx,NY,10455.0,Bronx,Children & Adolescents,Community
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Sheltering Arms Wellness Center at Rockaway Collegiate HS,N,"100-00 Beach Channel Drive Rooms 225A, 273B, 273E, 273F",Rockaway,NY,11694.0,Queens,Adolescents,School
New York City,Queens,"Sheltering Arms Children and Family Services, Inc.","Sheltering Arms Children and Family Services,",Sheltering Arms at PS/MS 42 - The Wellness Center,N,488 Beach 66th Street Rooms 448D & 448G,Arverne,NY,11692.0,Queens,Children & Adolescents,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",August Martin High School,N,156-10 Baisley Boulevard Rooms 105 and 115,Jamaica,NY,11434.0,Queens,Adolescents,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Beach 41st Center,N,426 Beach 40th Street,Far Rockaway,NY,11691.0,Queens,Children & Adolescents,Community
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",CCNY at Richmond Hill High School,N,"89-30 114th Street Rooms 138, 138A, and 138B",Jamaica,NY,11418.0,Queens,Adolescents,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Child Center of NY @ Forestdale,N,67-35 112th Street,Forest Hills,NY,11375.0,Queens,Children & Adolescents,Community
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Jamaica Family Wellness Center,Y,163-18 Jamaica Avenue 2nd Floor,Jamaica,NY,11432.0,Queens,Children & Adolescents,Community
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",PS 197 - The Ocean School,N,825 Hicksville Road Rooms 113-4 and 113-5,Far Rockaway,NY,11691.0,Queens,Children,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Prep Academy for Writers - SG Campus,N,143-10 Springfield Boulevard Room 101 D,Springfield Gardens,NY,11413.0,Queens,Children & Adolescents,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",The Child Center of NY at The New Preparatory School - MS 8Q,N,108-35 167th Street Room 121E,Jamaica,NY,11433.0,Queens,Children & Adolescents,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Flushing High School,N,35-01 Union Street Room 270,Flushing,NY,11354.0,Queens,Adolescents,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",JHS 185,N,147-26 25th Drive Room G1C,Flushing,NY,11354.0,Queens,Children & Adolescents,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Macari Family Wellness Center,Y,140-15B Sanford Avenue 2nd Floor,Flushing,NY,11355.0,Queens,Children & Adolescents,Community
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",The Child Center of NY at John Bown,N,63-25 Main Street Room 103,Flushing,NY,11367.0,Queens,Adolescents,Community
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",CCNY Pan American International HS,N,45-10 94th Street Rooms 116A and 116D,Elmhurst,NY,11373.0,Queens,Children & Adolescents,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",The Child Center @ Long Island City High School,N,"14-30 Broadway Rooms 522A, 522B, and 522C",Long Island City,NY,11106.0,Queens,Adolescents,School
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",The Child Center Child Care,N,34-10 108th Street,Corona,NY,11368.0,Queens,Children & Adolescents,Community
New York City,Queens,"The Child Center of NY, Inc.","The Child Center of NY, Inc.",Woodside Family Wellness Center,Y,67-14 41st Avenue,Woodside,NY,11377.0,Queens,Children & Adolescents,Community
New York City,Queens,"The Floating Hospital, Inc.","The Floating Hospital, Inc.",Floating Hospital Clinic,Y,2101 41st Avenue,Long Island City,NY,11101.0,Queens,Children & Adolescents,Community
New York City,Richmond,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Bernikow Mid-Island JCC of Staten Island,N,1466 Manor Road Room 129,Staten Island,NY,10314.0,Richmond,Children & Adolescents,Community
New York City,Richmond,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS Madeleine Borg Staten Island Counseling Center,Y,1765 South Avenue,Staten Island,NY,10314.0,Richmond,Children & Adolescents,Community
New York City,Richmond,"Northwell Healthcare, Inc./Northwell Quality and Medical Affairs, Inc.",Staten Island University Hospital,SIUH North Site Mental Health Clinic,Y,450 Seaview Avenue,Staten Island,NY,10305.0,Richmond,Children & Adolescents,Community
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,CHAIT Family Support Satellite,N,444 Saint Mark's Place,Staten Island,NY,10301.0,Richmond,Children & Adolescents,Community
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Dongan Hills Satellite,N,44 Dongan Hills Avenue Room 14,Staten Island,NY,10306.0,Richmond,Children,Community
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,I.S. 2 Satellite,N,333 Midland Avenue Room 313,Staten Island,NY,10306.0,Richmond,Children & Adolescents,School
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,I.S. 27 Clinic Satellite,N,11 Clove Lake Place Room 55C,Staten Island,NY,10301.0,Richmond,Adolescents,School
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,I.S. 49 Clinic Satellite,N,101 Warren Street Room B33,Staten Island,NY,10304.0,Richmond,Adolescents,School
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Kingsley Satellite,N,10 Kingsley Place Room 207,Staten Island,NY,10301.0,Richmond,Children,Community
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Osgood Satellite,N,16 Osgood Avenue Room 7,Staten Island,NY,10304.0,Richmond,Children,Community
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,P.S. 44 Clinic Satellite,N,80 Maple Parkway Room 253,Staten Island,NY,10303.0,Richmond,Children,School
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,P.S. 57 Clinic Satellite,N,140 Palma Drive Room 101B,Staten Island,NY,10304.0,Richmond,Children,School
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,P.S. 78 Clinic Satellite,N,100 Tompkins Avenue Room 128,Staten Island,NY,10304.0,Richmond,Children,School
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Port Richmond Satellite,N,166 Lockman Avenue Room 16,Staten Island,NY,10303.0,Richmond,Children,Community
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Pouch Satellite,N,657 Castleton Avenue Administrative Building,Staten Island,NY,10301.0,Richmond,Children,Community
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,SIMHS Chait Clinic of RUMC @ Pediat,N,800 Castleton Avenue 2nd Floor,Staten Island,NY,10310.0,Richmond,Children & Adolescents,School
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,Staten Island MH Society CHAIT Clinic of RUMC,Y,669 Castleton Avenue,Staten Island,NY,10301.0,Richmond,Children & Adolescents,School
New York City,Richmond,Richmond Medical Center dba Richmond University Medical Center,Richmond Medical Center dba Richmond UMC,West Brighton Clinic,Y,690 Castleton Avenue,Staten Island,NY,10310.0,Richmond,Children & Adolescents,Community
